"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinType2","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","BuildingAge","Revonated"
"423",423,"20","RL",100,21750,"Pave","No Alley","Reg","HLS","AllPub","Inside","Mod","Mitchel","Artery","Norm","1Fam","1Story","5","5","Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Unf","Unf",988,"GasA","Ex","Y","FuseA",988,"0","0","1","0","2","1","TA","4","Typ","0","NoFirePlc","Attchd","RFn","2",520,"TA","TA","N",0,0,0,0,0,0,"NoPool","NoFence","None",0,"2","2008","WD","Normal",113000,"65","65"
"424",424,"60","RL",80,9200,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story","8","5","Gable","CompShg","VinylSd","VinylSd","BrkFace",473,"Gd","TA","PConc","Gd","TA","No","GLQ","Unf",1470,"GasA","Gd","Y","SBrkr",2630,"1","0","2","1","4","1","Gd","8","Typ","1","TA","Attchd","Fin","3",696,"TA","TA","Y",0,66,0,0,0,0,"NoPool","NoFence","None",0,"6","2008","WD","Normal",315000,"21","21"
"425",425,"20","RL",72,9000,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","6","5","Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",74,"TA","TA","CBlock","Gd","TA","No","LwQ","Unf",1196,"GasA","Gd","Y","FuseA",1196,"1","0","1","0","2","1","TA","6","Typ","1","Gd","Attchd","RFn","1",297,"TA","TA","Y",0,44,0,0,0,0,"NoPool","NoFence","None",0,"5","2008","WD","Normal",139000,"63","63"
"426",426,"60","RM",60,3378,"Pave","Grvl","Reg","HLS","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story","7","8","Gable","CompShg","HdBoard","HdBoard","None",0,"TA","Gd","CBlock","TA","TA","No","Unf","Unf",651,"GasA","Gd","Y","SBrkr",1389,"0","0","1","1","3","1","TA","6","Typ","2","Gd","Detchd","Unf","1",240,"TA","TA","P",0,0,126,0,0,0,"NoPool","NoFence","None",0,"9","2009","WD","Normal",135000,"73","27"
"427",427,"80","RL",69,12800,"Pave","No Alley","Reg","Low","AllPub","Inside","Mod","SawyerW","Norm","Norm","1Fam","SLvl","7","5","Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",145,"Gd","TA","PConc","Gd","TA","Gd","GLQ","Unf",1518,"GasA","Gd","Y","SBrkr",1644,"1","1","2","0","2","1","Gd","5","Typ","1","TA","Attchd","Fin","2",569,"TA","TA","Y",80,0,0,0,396,0,"NoPool","NoFence","None",0,"8","2009","WD","Normal",275000,"30","30"
"428",428,"20","RL",77,8593,"Pave","No Alley","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","4","6","Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec","Unf",907,"GasA","Ex","Y","SBrkr",907,"0","0","1","0","3","1","TA","5","Typ","0","NoFirePlc","Detchd","Unf","1",352,"TA","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,"7","2008","WD","Normal",109008,"62","62"
"429",429,"20","RL",64,6762,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story","7","5","Gable","CompShg","VinylSd","VinylSd","BrkFace",108,"Gd","TA","PConc","Gd","TA","No","GLQ","Unf",1208,"GasA","Ex","Y","SBrkr",1208,"1","0","2","0","2","1","Gd","6","Typ","0","NoFirePlc","Attchd","RFn","2",628,"TA","TA","Y",105,54,0,0,0,0,"NoPool","NoFence","None",0,"9","2007","New","Partial",195400,"12","12"
"430",430,"20","RL",130,11457,"Pave","No Alley","IR1","Lvl","AllPub","Corner","Gtl","Timber","Norm","Norm","1Fam","1Story","6","5","Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","Mn","GLQ","Unf",1392,"GasA","TA","Y","SBrkr",1412,"1","0","2","0","3","1","Gd","6","Typ","1","TA","Attchd","Unf","2",576,"TA","TA","Y",0,0,169,0,0,0,"NoPool","NoFence","None",0,"3","2009","WD","Normal",175000,"31","31"
"431",431,"160","RM",21,1680,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story","6","5","Gable","CompShg","HdBoard","HdBoard","BrkFace",232,"TA","TA","CBlock","TA","TA","No","ALQ","Unf",483,"GasA","TA","Y","SBrkr",987,"0","0","1","1","2","1","TA","4","Typ","0","NoFirePlc","Detchd","Unf","1",264,"TA","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,"7","2008","COD","Abnorml",85400,"48","48"
"432",432,"50","RM",60,5586,"Pave","No Alley","IR1","Bnk","AllPub","Inside","Gtl","OldTown","Feedr","Norm","1Fam","1.5Fin","6","7","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf","Unf",901,"GasA","Gd","Y","SBrkr",1198,"0","0","1","0","4","1","TA","7","Typ","0","NoFirePlc","NoGarage","NoGarage","0",0,"NoGarage","NoGarage","N",0,98,0,0,0,0,"NoPool","MnPrv","None",0,"9","2008","ConLD","Abnorml",79900,"99","21"
"433",433,"160","RM",24,1920,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","BrDale","Norm","Norm","TwnhsE","2Story","5","5","Gable","CompShg","HdBoard","HdBoard","BrkFace",376,"TA","TA","CBlock","TA","TA","No","ALQ","Unf",765,"GasA","Ex","Y","SBrkr",1365,"1","0","1","1","2","1","TA","6","Min1","0","NoFirePlc","Detchd","Unf","2",440,"TA","TA","Y",240,36,0,0,0,0,"NoPool","NoFence","None",0,"8","2007","WD","Normal",122500,"48","48"
"434",434,"60","RL",100,10839,"Pave","No Alley","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story","6","5","Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf","Unf",926,"GasA","Ex","Y","SBrkr",1604,"0","0","2","1","3","1","TA","7","Typ","1","TA","Attchd","Fin","2",470,"TA","TA","Y",0,36,0,0,0,0,"NoPool","NoFence","None",0,"7","2008","WD","Normal",181000,"22","21"
"435",435,"180","RM",21,1890,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","SFoyer","4","7","Gable","CompShg","CemntBd","CmentBd","None",0,"TA","Gd","CBlock","Gd","TA","Av","ALQ","Unf",630,"GasA","Gd","Y","SBrkr",630,"1","0","1","0","1","1","TA","3","Typ","0","NoFirePlc","NoGarage","NoGarage","0",0,"NoGarage","NoGarage","Y",88,0,0,0,0,0,"NoPool","NoFence","None",0,"6","2008","WD","Normal",81000,"47","47"
"436",436,"60","RL",43,10667,"Pave","No Alley","IR2","Lvl","AllPub","CulDSac","Gtl","CollgCr","PosN","Norm","1Fam","2Story","7","6","Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ","ALQ",799,"GasA","Ex","Y","SBrkr",1661,"1","0","2","1","3","1","Gd","6","Typ","1","TA","Attchd","RFn","2",550,"TA","TA","Y",158,61,0,0,0,0,"NoPool","NoFence","None",0,"4","2009","ConLw","Normal",212000,"23","23"
"437",437,"50","RM",40,4400,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin","6","8","Gable","CompShg","Stucco","Stucco","None",0,"TA","TA","BrkTil","Fa","TA","No","Unf","Unf",648,"GasA","TA","Y","FuseA",1118,"0","0","1","0","2","1","TA","6","Typ","0","NoFirePlc","Detchd","Unf","2",440,"TA","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,"10","2006","WD","Normal",116000,"99","69"
"438",438,"45","RM",50,6000,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Unf","6","7","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","TA","PConc","TA","TA","No","Unf","Unf",884,"GasA","Gd","Y","SBrkr",904,"0","0","1","0","2","1","TA","4","Typ","0","NoFirePlc","Detchd","Unf","1",180,"TA","TA","Y",0,0,105,0,0,0,"NoPool","NoFence","None",0,"1","2009","WD","Normal",119000,"93","15"
"439",439,"30","RL",40,4280,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story","5","6","Gable","CompShg","WdShing","Stucco","None",0,"TA","TA","PConc","TA","TA","No","LwQ","Unf",440,"GasA","TA","N","SBrkr",694,"0","0","1","0","2","1","Gd","4","Typ","1","Gd","Detchd","Unf","1",352,"Gd","TA","P",0,0,34,0,0,0,"NoPool","MnPrv","None",0,"3","2007","WD","Normal",90350,"106","17"
"440",440,"50","RL",67,12354,"Pave","Grvl","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin","6","8","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","Fa","Mn","Unf","Unf",684,"GasA","Gd","Y","SBrkr",1196,"0","0","1","0","3","1","Gd","7","Typ","0","NoFirePlc","Detchd","Unf","2",528,"TA","TA","Y",0,46,0,0,0,0,"NoPool","GdPrv","Shed",800,"8","2009","ConLI","Normal",110000,"99","19"
"441",441,"20","RL",105,15431,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story","10","5","Hip","CompShg","VinylSd","VinylSd","Stone",200,"Ex","TA","PConc","Ex","TA","Gd","GLQ","ALQ",3094,"GasA","Ex","Y","SBrkr",2402,"1","0","2","0","2","1","Ex","10","Typ","2","Gd","Attchd","Fin","3",672,"TA","TA","Y",0,72,0,0,170,0,"NoPool","NoFence","None",0,"4","2009","WD","Normal",555000,"11","11"
"442",442,"90","RL",92,12108,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","Duplex","1Story","4","4","Gable","CompShg","VinylSd","VinylSd","BrkFace",270,"TA","TA","CBlock","TA","TA","No","ALQ","Unf",1440,"GasA","TA","N","FuseF",1440,"0","0","2","0","4","2","Fa","8","Typ","0","NoFirePlc","NoGarage","NoGarage","0",0,"NoGarage","NoGarage","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,"9","2008","WD","Normal",118000,"64","64"
"443",443,"50","RM",52,6240,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin","5","7","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","PConc","TA","TA","No","Unf","Unf",1078,"GasA","TA","Y","SBrkr",1573,"0","0","2","0","3","1","TA","8","Typ","1","Gd","Detchd","Unf","2",360,"TA","TA","P",0,0,0,0,0,0,"NoPool","NoFence","None",0,"6","2008","WD","Normal",162900,"89","27"
"444",444,"120","RL",53,3922,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story","7","5","Gable","CompShg","WdShing","Wd Shng","BrkFace",72,"Gd","TA","PConc","Ex","TA","Av","Unf","Unf",1258,"GasA","Ex","Y","SBrkr",1258,"0","0","2","0","2","1","Gd","6","Typ","1","Gd","Attchd","Fin","3",648,"TA","TA","Y",144,16,0,0,0,0,"NoPool","NoFence","None",0,"6","2007","New","Partial",172500,"13","12"
"445",445,"60","RL",70,8750,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story","7","5","Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","Gd","PConc","Gd","TA","No","GLQ","Unf",915,"GasA","Ex","Y","SBrkr",1908,"1","0","2","1","4","1","Gd","8","Typ","1","TA","Attchd","Unf","2",493,"TA","TA","Y",144,133,0,0,0,0,"NoPool","NoFence","None",0,"7","2008","WD","Normal",210000,"25","24"
"446",446,"20","RL",73,9855,"Pave","No Alley","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story","6","5","Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Unf","Unf",1436,"GasA","Fa","Y","SBrkr",1689,"0","0","1","0","3","1","TA","7","Typ","1","Gd","Attchd","Unf","2",480,"TA","TA","Y",0,0,0,0,0,0,"NoPool","MnPrv","None",0,"11","2009","COD","Normal",127500,"63","63"
"447",447,"20","RL",137,16492,"Pave","No Alley","IR1","Lvl","AllPub","Corner","Gtl","NAmes","PosA","Norm","1Fam","1Story","6","6","Gable","CompShg","BrkFace","Plywood","None",0,"Gd","TA","CBlock","TA","TA","No","ALQ","Rec",1517,"GasA","Ex","Y","SBrkr",1888,"0","0","2","1","2","1","Gd","6","Mod","1","Gd","Attchd","Fin","2",578,"TA","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,"6","2010","WD","Normal",190000,"53","17"
"448",448,"60","RL",69,11214,"Pave","No Alley","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story","7","5","Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf","Unf",930,"GasA","Gd","Y","SBrkr",1886,"0","0","2","1","4","1","Gd","10","Typ","1","TA","Attchd","Fin","2",431,"TA","TA","Y",89,0,0,0,0,0,"NoPool","NoFence","None",0,"7","2006","WD","Normal",199900,"21","20"
"449",449,"50","RM",50,8600,"Pave","No Alley","Reg","Bnk","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin","6","6","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf","Unf",780,"GasA","TA","Y","SBrkr",1376,"0","0","2","0","3","1","TA","7","Typ","1","Gd","Detchd","Unf","1",198,"TA","TA","N",0,0,0,0,0,0,"NoPool","NoFence","None",0,"6","2006","WD","Normal",119500,"82","69"
"450",450,"50","RM",50,6000,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin","3","7","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","ALQ","Unf",649,"GasA","Ex","Y","SBrkr",1183,"0","0","1","1","2","1","TA","6","Typ","0","NoFirePlc","Detchd","Unf","1",308,"TA","TA","Y",0,176,0,0,0,0,"NoPool","NoFence","None",0,"6","2007","WD","Normal",120000,"71","17"
"451",451,"30","RM",70,5684,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story","6","8","Hip","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf","Unf",813,"GasA","Ex","Y","FuseA",813,"0","0","1","0","2","1","Gd","5","Typ","0","NoFirePlc","Detchd","Unf","1",270,"Fa","Fa","N",0,113,0,0,0,0,"NoPool","NoFence","None",0,"6","2006","WD","Normal",110000,"89","14"
"452",452,"20","RL",62,70761,"Pave","No Alley","IR1","Low","AllPub","Inside","Mod","ClearCr","Norm","Norm","1Fam","1Story","7","5","Gable","WdShngl","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","Gd","ALQ","Unf",1533,"GasA","TA","Y","SBrkr",1533,"1","0","2","0","2","1","Gd","5","Typ","2","TA","Attchd","Unf","2",576,"TA","TA","Y",200,54,0,0,0,0,"NoPool","NoFence","None",0,"12","2006","WD","Normal",280000,"44","44"
"453",453,"60","RL",69,9303,"Pave","No Alley","IR1","Lvl","AllPub","Corner","Gtl","Timber","Norm","Norm","1Fam","2Story","6","5","Hip","CompShg","VinylSd","VinylSd","BrkFace",42,"Gd","TA","PConc","Ex","TA","No","ALQ","Unf",872,"GasA","Ex","Y","SBrkr",1756,"1","0","2","1","3","1","TA","7","Typ","0","NoFirePlc","Attchd","Fin","2",422,"TA","TA","Y",144,122,0,0,0,0,"NoPool","NoFence","None",0,"7","2007","WD","Normal",204000,"23","22"
"454",454,"60","FV",75,9000,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story","8","5","Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf","Unf",768,"GasA","Ex","Y","SBrkr",1590,"0","0","2","1","3","1","Gd","6","Typ","0","NoFirePlc","Attchd","RFn","2",676,"TA","TA","Y",0,30,0,0,0,0,"NoPool","NoFence","None",0,"6","2009","WD","Normal",210000,"11","11"
"455",455,"90","RL",63,9297,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","Duplex","1Story","5","5","Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ","Unf",1728,"GasA","TA","Y","SBrkr",1728,"2","0","2","0","4","2","TA","8","Typ","0","NoFirePlc","Detchd","Unf","2",560,"TA","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,"7","2006","WD","Family",188000,"43","43"
"456",456,"20","RL",80,9600,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story","7","6","Hip","CompShg","HdBoard","HdBoard","BrkFace",320,"TA","TA","CBlock","TA","TA","No","ALQ","Unf",1242,"GasA","Fa","Y","SBrkr",1242,"0","0","1","1","3","1","TA","6","Typ","1","TA","Attchd","Unf","2",528,"TA","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,"9","2007","WD","Normal",175500,"46","46"
"457",457,"70","RM",34,4571,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story","5","5","Gable","CompShg","AsbShng","AsbShng","None",0,"TA","TA","BrkTil","TA","TA","No","Unf","Unf",624,"GasA","Fa","N","SBrkr",1344,"0","0","1","0","4","1","TA","7","Typ","0","NoFirePlc","Detchd","Unf","3",513,"Fa","Fa","Y",0,0,96,0,0,0,"NoPool","NoFence","None",0,"5","2008","COD","Abnorml",98000,"103","69"
"458",458,"20","RL",69,53227,"Pave","No Alley","IR1","Low","AllPub","CulDSac","Mod","ClearCr","Norm","Norm","1Fam","1Story","4","6","Flat","Tar&Grv","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","Gd","BLQ","Unf",1364,"GasA","Ex","Y","SBrkr",1663,"1","0","1","0","2","1","Gd","6","Min1","2","Gd","Attchd","Fin","2",529,"TA","TA","Y",224,137,0,0,0,0,"NoPool","NoFence","None",0,"3","2008","WD","Normal",256000,"65","25"
"459",459,"70","RM",69,5100,"Pave","Grvl","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story","8","7","Hip","CompShg","Stucco","Wd Shng","None",0,"TA","Gd","PConc","TA","TA","No","Unf","Unf",588,"GasA","Fa","Y","SBrkr",1666,"0","0","1","0","3","1","Gd","7","Typ","1","Gd","Detchd","Unf","1",228,"TA","TA","Y",192,63,0,0,0,0,"NoPool","MnPrv","None",0,"6","2008","WD","Normal",161000,"94","23"
"460",460,"50","RL",69,7015,"Pave","No Alley","IR1","Bnk","AllPub","Corner","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin","5","4","Gable","CompShg","MetalSd","MetalSd","BrkCmn",161,"TA","TA","CBlock","TA","TA","No","LwQ","Unf",709,"GasA","TA","Y","SBrkr",1203,"1","0","1","0","3","1","Gd","5","Typ","1","TA","Detchd","Unf","1",352,"TA","TA","Y",0,0,248,0,0,0,"NoPool","NoFence","None",0,"7","2009","WD","Normal",110000,"69","69"
"461",461,"60","FV",75,8004,"Pave","No Alley","IR1","Lvl","AllPub","Inside","Gtl","Somerst","RRAn","Norm","1Fam","2Story","8","5","Gable","CompShg","VinylSd","VinylSd","Stone",110,"Gd","TA","PConc","Gd","TA","No","GLQ","Unf",832,"GasA","Ex","Y","SBrkr",1935,"1","0","2","1","3","1","TA","8","Typ","0","NoFirePlc","BuiltIn","Fin","2",552,"TA","TA","Y",0,150,0,0,0,0,"NoPool","NoFence","None",0,"12","2009","New","Partial",263435,"10","10"
"462",462,"70","RL",60,7200,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","SWISU","Feedr","Norm","1Fam","2Story","7","9","Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Gd","Gd","PConc","Gd","Gd","No","ALQ","BLQ",560,"GasA","Ex","Y","SBrkr",1135,"1","0","1","0","3","1","Gd","6","Typ","0","NoFirePlc","Detchd","RFn","2",576,"TA","TA","Y",256,0,0,0,0,0,"NoPool","MnPrv","None",0,"4","2009","WD","Normal",155000,"83","12"
"463",463,"20","RL",60,8281,"Pave","No Alley","IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story","5","5","Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec","BLQ",864,"GasA","Gd","Y","SBrkr",864,"0","0","1","0","3","1","TA","5","Typ","1","Po","Detchd","Unf","1",360,"TA","TA","Y",0,0,236,0,0,0,"NoPool","GdWo","None",0,"12","2009","WD","Normal",62383,"54","54"
"464",464,"70","RL",74,11988,"Pave","No Alley","IR1","HLS","AllPub","Inside","Mod","Crawfor","Norm","Norm","1Fam","2Story","6","7","Hip","CompShg","Stucco","Stucco","None",0,"TA","TA","CBlock","TA","TA","No","LwQ","Unf",715,"GasA","Fa","Y","FuseA",1660,"0","0","1","1","3","1","TA","6","Typ","1","Gd","Detchd","Unf","1",240,"TA","TA","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,"8","2008","WD","Normal",188700,"85","24"
"465",465,"20","RL",60,8430,"Pave","No Alley","Reg","HLS","AllPub","Inside","Mod","CollgCr","Norm","Norm","1Fam","1Story","5","5","Gable","CompShg","HdBoard","HdBoard","BrkFace",136,"TA","TA","CBlock","Gd","TA","No","Rec","Unf",1040,"GasA","TA","Y","SBrkr",1040,"0","0","2","0","3","1","TA","5","Typ","0","NoFirePlc","NoGarage","NoGarage","0",0,"NoGarage","NoGarage","Y",0,0,0,0,0,0,"NoPool","NoFence","None",0,"8","2009","WD","Normal",124000,"41","41"
"466",466,"120","RM",69,3072,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story","7","5","Hip","CompShg","VinylSd","VinylSd","BrkFace",18,"Gd","TA","PConc","Gd","TA","No","Unf","Unf",1375,"GasA","Ex","Y","SBrkr",1414,"0","0","2","0","2","1","Gd","6","Typ","1","TA","Attchd","Fin","2",398,"TA","TA","Y",144,20,0,0,0,0,"NoPool","NoFence","None",0,"5","2006","WD","Normal",178740,"15","15"
"467",467,"20","RL",85,10628,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story","7","5","Flat","Tar&Grv","Plywood","Plywood","None",0,"TA","Gd","CBlock","TA","Gd","Gd","GLQ","Unf",1277,"GasA","TA","Y","SBrkr",1277,"1","0","1","0","2","1","TA","5","Typ","1","Po","Attchd","Unf","2",526,"TA","TA","Y",0,0,0,0,176,0,"NoPool","GdWo","None",0,"4","2007","WD","Normal",167000,"49","49"
"468",468,"70","RL",79,9480,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Artery","Norm","1Fam","2Story","5","7","Gable","CompShg","MetalSd","MetalSd","Stone",224,"TA","TA","CBlock","TA","TA","No","LwQ","Unf",728,"GasA","Ex","Y","SBrkr",1644,"0","0","1","1","3","1","Gd","7","Typ","2","Gd","Attchd","Unf","1",312,"TA","TA","Y",168,0,0,0,0,0,"NoPool","NoFence","None",0,"6","2007","WD","Normal",146500,"77","24"
"469",469,"20","RL",98,11428,"Pave","No Alley","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story","8","5","Gable","CompShg","VinylSd","VinylSd","Stone",248,"Gd","TA","PConc","Gd","TA","No","Unf","Unf",1626,"GasA","Ex","Y","SBrkr",1634,"0","0","2","0","3","1","Gd","7","Typ","1","Gd","Attchd","RFn","3",866,"TA","TA","Y",0,44,0,0,0,0,"NoPool","NoFence","None",0,"5","2007","WD","Normal",250000,"13","13"
"470",470,"60","RL",76,9291,"Pave","No Alley","IR1","Lvl","AllPub","Corner","Gtl","SawyerW","RRNe","Norm","1Fam","2Story","6","5","Gable","CompShg","HdBoard","HdBoard","BrkFace",120,"Gd","TA","PConc","Gd","TA","No","GLQ","Unf",832,"GasA","Ex","Y","SBrkr",1710,"0","0","2","1","3","1","Gd","7","Typ","0","NoFirePlc","Attchd","RFn","2",506,"TA","TA","Y",144,70,0,0,0,0,"NoPool","NoFence","None",0,"6","2008","WD","Normal",187000,"26","26"
"471",471,"120","RL",69,6820,"Pave","No Alley","IR1","Lvl","AllPub","Corner","Gtl","StoneBr","Norm","Norm","TwnhsE","1Story","8","5","Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ","BLQ",1488,"GasA","TA","Y","SBrkr",1502,"1","0","1","1","1","1","Gd","4","Typ","0","NoFirePlc","Attchd","RFn","2",528,"TA","TA","Y",0,54,0,0,140,0,"NoPool","NoFence","None",0,"6","2010","WD","Normal",212000,"34","34"
"472",472,"60","RL",92,11952,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","PosA","Norm","1Fam","2Story","7","6","Mansard","WdShake","WdShing","Plywood","None",0,"TA","TA","CBlock","Gd","TA","No","Unf","Unf",808,"GasA","TA","Y","SBrkr",1969,"0","0","2","1","3","1","TA","8","Typ","1","Gd","Attchd","RFn","2",534,"TA","TA","Y",0,0,0,0,276,0,"NoPool","NoFence","None",0,"11","2007","WD","Normal",190000,"42","42"
"473",473,"180","RM",35,3675,"Pave","No Alley","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","TwnhsE","SLvl","6","5","Gable","CompShg","VinylSd","VinylSd","BrkFace",80,"TA","TA","PConc","Gd","TA","Gd","GLQ","Unf",547,"GasA","Ex","Y","SBrkr",1072,"1","0","1","0","2","1","TA","5","Typ","0","NoFirePlc","Basment","RFn","2",525,"TA","TA","Y",0,28,0,0,0,0,"NoPool","NoFence","None",0,"6","2008","WD","Normal",148000,"14","14"
"474",474,"20","RL",110,14977,"Pave","No Alley","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story","8","5","Gable","CompShg","VinylSd","VinylSd","BrkFace",304,"Gd","TA","PConc","Ex","TA","Gd","GLQ","Unf",1976,"GasA","Ex","Y","SBrkr",1976,"1","0","2","0","2","1","Gd","7","Typ","1","Ex","Attchd","RFn","3",908,"TA","TA","Y",250,63,0,0,0,0,"NoPool","NoFence","None",0,"7","2007","New","Partial",440000,"13","12"
